Gene_IDs	Gene_Symbols	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000170017	ALCAM	1928.616453	2.686189206	0.305285837	8.79893163	1.38125E-18	1.19146E-16
ENSG00000105668	UPK1A	47.35689787	2.682569364	0.917158925	2.924868626	0.003446017	0.016185882
ENSG00000205318	GCNT2P1	4.287031485	2.682440746	1.030343153	2.603444046	0.009229233	0.036347508
ENSG00000273372	SFTPD-AS1	4.257683817	2.681910465	1.046152864	2.563593293	0.010359486	0.039801775
ENSG00000182722	SEPHS1P1	15.15860173	2.681496638	0.625223753	4.288859187	1.79593E-05	0.000177184
ENSG00000069482	GAL	56.66066623	2.680925674	0.891781057	3.006259949	0.002644828	0.013036653
ENSG00000262759	MRPS21P9	13.0500788	2.680176163	0.628742343	4.262757537	2.0192E-05	0.000196358
ENSG00000148735	PLEKHS1	60.31008584	2.679667412	0.485709323	5.517018684	3.44799E-08	6.25617E-07
ENSG00000140538	NTRK3	216.7294896	2.679097309	0.373063035	7.181352904	6.90249E-13	2.67354E-11
ENSG00000238145	TUBAP8	8.055025236	2.677787222	0.788099582	3.397777747	0.000679356	0.004176907
ENSG00000268621	IGFL2-AS1	45.78726951	2.675674095	0.554874972	4.822120714	1.4204E-06	1.82575E-05
ENSG00000268756	None	80.70199777	2.675046442	0.467839864	5.717867691	1.07869E-08	2.13607E-07
ENSG00000257495	KRT73-AS1	17.23141299	2.674534502	1.042522195	2.565446101	0.010304323	0.039623225
ENSG00000186094	AGBL4	6.167485561	2.674102058	0.977962911	2.734359379	0.006250179	0.026470369
ENSG00000197822	OCLN	183.2771864	2.672729256	0.697506517	3.831834098	0.000127192	0.000983392
ENSG00000116183	PAPPA2	47.1730137	2.672554651	0.415624563	6.430213438	1.27425E-10	3.4879E-09
ENSG00000110436	SLC1A2	257.0623257	2.671848495	0.252271307	10.59117078	3.2747E-26	8.56683E-24
ENSG00000112164	GLP1R	17.04930532	2.67163868	0.639726092	4.176222781	2.9639E-05	0.000276272
ENSG00000181085	MAPK15	94.65682042	2.67137019	0.573469718	4.658258503	3.18896E-06	3.80055E-05
ENSG00000183840	GPR39	38.66094905	2.669371069	0.444881101	6.000189851	1.97087E-09	4.37125E-08
ENSG00000206077	ZDHHC11B	259.0308491	2.668012629	0.621776723	4.290949675	1.77911E-05	0.00017585
ENSG00000196139	AKR1C3	628.6153255	2.667216222	0.436212474	6.114488649	9.68671E-10	2.25995E-08
ENSG00000171368	TPPP	764.753386	2.666980149	0.518592644	5.142726535	2.7078E-07	4.03841E-06
ENSG00000212658	KRTAP29-1	9.492343895	2.66685068	0.801517725	3.327251036	0.000877073	0.005165021
ENSG00000226833	PPP1CB-DT	24.54994274	2.66379692	0.465692263	5.720079828	1.06474E-08	2.11201E-07
ENSG00000164128	NPY1R	178.7412207	2.663099399	0.376188027	7.07917108	1.45019E-12	5.33845E-11
ENSG00000231490	RPL7L1P2	13.28118127	2.662733782	0.669253183	3.97866435	6.93035E-05	0.000580854
ENSG00000102683	SGCG	18.81504503	2.660569156	0.658736106	4.038899842	5.37025E-05	0.000463847
ENSG00000114854	TNNC1	32.22664968	2.656766875	0.433881834	6.123249857	9.16857E-10	2.14849E-08
ENSG00000166840	GLYATL1	37.62083846	2.656390904	0.447949244	5.930115833	3.02721E-09	6.5414E-08
ENSG00000228133	None	26.79244498	2.65499752	0.570493031	4.653864948	3.2577E-06	3.8666E-05
ENSG00000235032	BMP7-AS1	6.533744775	2.654630205	0.909211049	2.919707375	0.003503602	0.016400845
ENSG00000186377	CYP4X1	143.0195226	2.647797284	0.405924839	6.522875736	6.8972E-11	1.98674E-09
ENSG00000205682	None	23.71443515	2.647696077	0.685927816	3.860021439	0.000113377	0.000893026
ENSG00000231367	LINC02613	23.13958304	2.64745289	0.572374715	4.625384076	3.73905E-06	4.38733E-05
ENSG00000163064	EN1	113.4662584	2.645985014	0.423667474	6.24542873	4.22639E-10	1.04001E-08
ENSG00000141934	PLPP2	650.9129954	2.645952101	0.648761454	4.078466875	4.53337E-05	0.000399577
ENSG00000239553	RN7SL12P	22.27554506	2.642934749	0.507729482	5.205399415	1.9358E-07	2.99191E-06
ENSG00000268079	BNIP3P30	5.473569646	2.64168318	1.003913766	2.631384556	0.008503775	0.034027895
ENSG00000259420	None	9.690818617	2.639353736	0.730082798	3.615143026	0.000300182	0.002069692
ENSG00000154342	WNT3A	33.36322008	2.638386818	0.489630254	5.388528985	7.10367E-08	1.21112E-06
ENSG00000204421	LY6G6C	443.8211023	2.632132612	1.056387871	2.491634641	0.012715676	0.046873819
ENSG00000270806	C17orf50	18.52223235	2.626697672	0.572084506	4.591450462	4.40176E-06	5.08457E-05
ENSG00000149090	PAMR1	354.4829918	2.625593915	0.41157608	6.379364702	1.77824E-10	4.7099E-09
ENSG00000234477	None	9.05868604	2.625369618	0.715858332	3.667442984	0.000244988	0.001731792
ENSG00000101076	HNF4A	5.376157073	2.625229538	1.041502352	2.520617964	0.011714896	0.043930517
ENSG00000147003	CLTRN	5.40032054	2.625156176	0.914062619	2.871965358	0.004079277	0.018615905
ENSG00000099194	SCD	8083.14978	2.623273741	0.43336364	6.053285269	1.41921E-09	3.23078E-08
ENSG00000272682	None	6.396161135	2.620123743	0.935205195	2.801656531	0.005084097	0.022295142
ENSG00000139151	PLCZ1	20.69473536	2.619366406	0.510381152	5.132176993	2.8641E-07	4.24376E-06
ENSG00000267311	None	11.7505473	2.616139815	0.643031275	4.068448794	4.73272E-05	0.000414971
ENSG00000166816	LDHD	268.0864964	2.615699202	0.401780548	6.510268399	7.50166E-11	2.14729E-09
ENSG00000232349	YBX1P7	7.071803257	2.615083701	0.958343557	2.728753881	0.006357413	0.026842598
ENSG00000168913	ENHO	11.20391478	2.612683371	0.788555739	3.313251357	0.000922181	0.005386588
ENSG00000258949	None	11.75753438	2.612598148	0.634480502	4.117696508	3.82678E-05	0.000345602
ENSG00000054690	PLEKHH1	530.2857798	2.609178073	0.395205228	6.602083908	4.05418E-11	1.20815E-09
ENSG00000166897	ELFN2	29.14471032	2.608045117	0.554990617	4.699259841	2.61106E-06	3.17103E-05
ENSG00000065833	ME1	1223.263674	2.607581898	0.325206092	8.018244319	1.07267E-15	6.20207E-14
ENSG00000260862	None	37.43191075	2.607338326	0.48958297	5.325631167	1.00603E-07	1.66107E-06
ENSG00000171119	NRTN	16.14701127	2.606624524	0.586577332	4.44378666	8.83893E-06	9.45703E-05
ENSG00000261437	LINC02894	13.81882702	2.604623677	0.662656351	3.930579812	8.47413E-05	0.000695092
ENSG00000281205	None	77.2180582	2.595273074	0.369543711	7.022912297	2.17291E-12	7.79219E-11
ENSG00000164181	ELOVL7	1491.574936	2.595183851	0.668185688	3.883926129	0.000102783	0.000819902
ENSG00000066248	NGEF	204.0985832	2.59150712	0.651670714	3.976712571	6.98745E-05	0.000585025
ENSG00000182704	TSKU	2157.456925	2.5913702	0.288851171	8.97129894	2.93038E-19	2.83412E-17
ENSG00000103740	ACSBG1	476.012229	2.591187979	0.731690747	3.541370435	0.000398054	0.002631925
ENSG00000152931	PART1	96.57245345	2.59004079	0.32824197	7.890644779	3.00629E-15	1.63456E-13
ENSG00000053108	FSTL4	60.87877859	2.589652979	0.55107259	4.699295564	2.6106E-06	3.17103E-05
ENSG00000070388	FGF22	98.46646627	2.587831465	0.5140634	5.034070636	4.80173E-07	6.79609E-06
ENSG00000270477	None	9.801103218	2.583825635	0.843820888	3.062054602	0.002198233	0.011173566
ENSG00000149328	GLB1L2	322.2799107	2.582853052	0.466758428	5.533597033	3.13729E-08	5.7381E-07
ENSG00000163701	IL17RE	439.2045626	2.580369687	0.53680434	4.806909141	1.53282E-06	1.95685E-05
ENSG00000250900	TRIM7-AS1	6.293002174	2.579671868	0.852323776	3.026633704	0.002472934	0.012321798
ENSG00000234261	None	8.023441329	2.57965357	0.871450981	2.960182072	0.003074573	0.014776098
ENSG00000272701	MESTIT1	9.920009303	2.57754012	0.792803735	3.251170505	0.001149309	0.006503785
ENSG00000268089	GABRQ	13.97239387	2.574096992	0.60736943	4.238107594	2.25412E-05	0.000215978
ENSG00000170412	GPRC5C	454.523117	2.571753111	0.286240428	8.984590783	2.59699E-19	2.53514E-17
ENSG00000223813	PRR15-DT	13.34955527	2.571696852	0.757132947	3.396625206	0.000682223	0.004192114
ENSG00000052802	MSMO1	1169.588025	2.568878855	0.449047511	5.720728413	1.06068E-08	2.10527E-07
ENSG00000276772	None	17.82683446	2.567174291	0.546302424	4.699181586	2.61206E-06	3.17104E-05
ENSG00000236700	LINC01010	27.997387	2.566677008	0.672380573	3.817297984	0.000134921	0.00103538
ENSG00000124159	MATN4	45.52549774	2.565977764	0.843154166	3.043307937	0.002339928	0.011770075
ENSG00000275612	None	9.730152192	2.565700221	0.768336176	3.339293791	0.000839917	0.004979897
ENSG00000171786	NHLH1	29.28175782	2.565579546	0.686066287	3.739550527	0.00018435	0.001361653
ENSG00000120332	TNN	208.3407821	2.565212693	0.440964864	5.817272308	5.98157E-09	1.23485E-07
ENSG00000197332	None	16.0965943	2.564412525	0.65052262	3.942080484	8.07779E-05	0.000666694
ENSG00000154162	CDH12	17.38565404	2.564144125	0.609324929	4.208172031	2.57445E-05	0.000243455
ENSG00000235942	LCE6A	188.1515745	2.563921407	0.722927348	3.546582399	0.000390263	0.002596003
ENSG00000043039	BARX2	282.1728444	2.563326934	0.775784339	3.304174631	0.000952565	0.005542763
ENSG00000110723	EXPH5	2132.061737	2.559454008	0.692627768	3.695280676	0.000219644	0.001581358
ENSG00000249158	PCDHA11	14.35610239	2.558070503	0.664186021	3.851436829	0.000117427	0.000919479
ENSG00000253348	None	6.430698228	2.557433153	0.8978885	2.848274761	0.004395696	0.019779081
ENSG00000188818	ZDHHC11	153.0531873	2.557147691	0.493635473	5.180234868	2.21607E-07	3.37765E-06
ENSG00000255046	None	20.36319442	2.556627119	0.593060252	4.310906205	1.62587E-05	0.000162516
ENSG00000213959	None	6.144798066	2.550665935	0.86528372	2.947779873	0.003200649	0.015276194
ENSG00000256248	None	16.90968948	2.545996537	0.594437903	4.283031962	1.84364E-05	0.000181162
ENSG00000230882	None	16.65312917	2.544798588	0.66050875	3.852785582	0.000116782	0.000915775
ENSG00000263429	TMEM238L	37.38027061	2.543486612	0.787571212	3.22953223	0.001239929	0.006928147
ENSG00000259725	None	13.80258056	2.54294848	0.585590627	4.342536171	1.40847E-05	0.000143162
ENSG00000197360	ZNF98	11.79881426	2.540988815	0.709232739	3.582729158	0.000340023	0.002309957
ENSG00000101210	EEF1A2	58.42261942	2.540961279	0.476081186	5.337243637	9.43702E-08	1.56708E-06
ENSG00000234896	OR7E62P	8.608617102	2.540942046	0.742971215	3.419973742	0.000626272	0.003906976
ENSG00000140961	OSGIN1	130.4009411	2.539907919	0.396229797	6.410189085	1.45339E-10	3.94779E-09
ENSG00000167165	UGT1A6	30.29245595	2.539739317	0.611264356	4.154895162	3.25437E-05	0.000299499
ENSG00000145545	SRD5A1	1662.118067	2.536081311	0.421512004	6.016628917	1.78087E-09	3.98584E-08
ENSG00000135960	EDAR	51.61787955	2.535947413	0.37334824	6.792445069	1.10249E-11	3.5832E-10
ENSG00000249693	SPMAP2L	4.858456378	2.534111731	0.975735548	2.59712966	0.009400643	0.036858219
ENSG00000232040	SCAND3	19.07929307	2.53245901	0.535078331	4.732875288	2.21362E-06	2.73624E-05
ENSG00000120885	CLU	7566.814599	2.527622691	0.489765871	5.160879594	2.45792E-07	3.69684E-06
ENSG00000254290	None	8.30618818	2.526485562	0.78378959	3.223423215	0.001266683	0.007038203
ENSG00000163817	SLC6A20	21.49263633	2.524657821	0.699827406	3.607543517	0.00030911	0.002121623
ENSG00000234949	RAB17-DT	5.383373717	2.524132364	0.995246733	2.536187539	0.01120667	0.042383231
ENSG00000198271	KRTAP4-5	24.62674702	2.521691444	0.880201096	2.864903778	0.00417136	0.01896213
ENSG00000259964	THSD4-AS1	24.80570968	2.520836617	0.532660374	4.732540175	2.21727E-06	2.7397E-05
ENSG00000142973	CYP4B1	476.3608281	2.520028027	0.647499481	3.891938294	9.94465E-05	0.000798224
ENSG00000178401	DNAJC22	8.903408707	2.519881208	0.73255669	3.439844644	0.000582048	0.003657541
ENSG00000270765	GAS2L2	10.82686768	2.518990637	0.670973633	3.75423193	0.000173874	0.001293556
ENSG00000213366	GSTM2	564.8824291	2.518126138	0.419610748	6.001100188	1.95985E-09	4.35159E-08
ENSG00000260386	LDC1P	56.12808924	2.517630454	0.471245143	5.342506953	9.16699E-08	1.52382E-06
ENSG00000261054	SYNM-AS2	9.850110523	2.517331322	0.818203566	3.076656504	0.002093364	0.010732819
ENSG00000127325	BEST3	7.280152049	2.516813457	0.790092274	3.18546775	0.001445202	0.007881771
ENSG00000095203	EPB41L4B	338.2784259	2.516638635	0.231633867	10.8647266	1.69731E-27	5.15917E-25
ENSG00000222019	URAHP	9.262876343	2.515145642	0.891817689	2.820246418	0.004798678	0.021244919
ENSG00000159247	TUBBP5	10.27154009	2.514609636	0.955888428	2.630651823	0.00852213	0.034084246
ENSG00000171476	HOPX	3085.563257	2.514143674	0.64606225	3.891488281	9.96312E-05	0.000799354
ENSG00000078114	NEBL	1515.06229	2.513107196	0.685946725	3.663706092	0.000248592	0.001753772
ENSG00000119915	ELOVL3	159.3302645	2.512818346	0.825241814	3.044947923	0.002327206	0.011715549
ENSG00000235205	TATDN2P3	7.1254822	2.512362833	0.918493408	2.735308507	0.006232184	0.026418697
ENSG00000188770	OPTC	4.792520534	2.511108221	0.972011822	2.58341325	0.009782807	0.038016322
ENSG00000251045	SLC25A48-AS1	58.23147498	2.510815075	0.515744164	4.86833444	1.12543E-06	1.48795E-05
ENSG00000250167	None	29.9196504	2.507584451	0.455350929	5.506927281	3.65151E-08	6.57313E-07
ENSG00000111305	GSG1	23.96809438	2.503614609	0.472474173	5.298944896	1.16474E-07	1.90244E-06
ENSG00000111249	CUX2	144.7817709	2.502596821	0.423388943	5.910869574	3.40306E-09	7.27964E-08
ENSG00000265763	ZNF488	19.1247699	2.502057261	0.647527909	3.864014549	0.000111539	0.000881373
ENSG00000133135	RNF128	98.40338792	2.501206242	0.700718094	3.569490019	0.000357677	0.002409883
ENSG00000256473	None	4.758072379	2.500542035	0.995419556	2.512048331	0.012003265	0.044843287
ENSG00000183303	OR5P2	36.14884222	2.499653133	0.606048909	4.124507271	3.71529E-05	0.000337155
ENSG00000248954	None	14.13579169	2.499528262	0.61897997	4.038140783	5.38765E-05	0.00046461
ENSG00000213062	None	28.43700647	2.497692674	0.476955049	5.23674648	1.63432E-07	2.58367E-06
ENSG00000207607	MIR200A	5.928958039	2.497279799	1.010006495	2.472538357	0.013415732	0.048928864
ENSG00000250596	None	7.360799806	2.495727994	0.917105846	2.721308567	0.006502403	0.027321052
ENSG00000091137	SLC26A4	68.16658856	2.493639544	0.5227556	4.770182368	1.84059E-06	2.31733E-05
ENSG00000269067	ZNF728	12.63101605	2.492644012	0.637701722	3.908792974	9.27584E-05	0.000750248
ENSG00000177685	CRACR2B	596.966476	2.491921466	0.427538438	5.828531994	5.59171E-09	1.15864E-07
ENSG00000140835	CHST4	7.314748278	2.489538521	0.801861356	3.104699463	0.001904725	0.009923472
ENSG00000108924	HLF	464.2205604	2.488898238	0.396544306	6.276469491	3.46347E-10	8.67663E-09
ENSG00000185634	SHC4	53.79127928	2.488736238	0.392947343	6.333510789	2.39645E-10	6.1831E-09
ENSG00000223701	RAET1E-AS1	16.34734922	2.488399404	0.583553963	4.264214729	2.00606E-05	0.0001952
ENSG00000248810	LINC02432	9.75064675	2.48388092	0.994602486	2.497360459	0.01251217	0.046289372
ENSG00000253671	None	13.94367741	2.481613033	0.619851759	4.003558909	6.23967E-05	0.000530064
ENSG00000140832	MARVELD3	83.30043761	2.480017432	0.681525832	3.638919197	0.000273785	0.00191048
ENSG00000196859	KRT39	41.39635106	2.478508944	0.716381544	3.459761025	0.000540655	0.003435991
ENSG00000243550	LINC01214	6.971914053	2.478464903	0.92433317	2.681354497	0.007332479	0.030111093
ENSG00000261265	None	10.42860313	2.478195019	0.757875235	3.26992479	0.001075761	0.006149737
ENSG00000261578	None	103.5120773	2.477408731	0.418784553	5.915711821	3.30443E-09	7.09242E-08
ENSG00000187017	ESPN	257.6808349	2.476700348	0.645618177	3.836168865	0.000124968	0.000969022
ENSG00000183929	DUSP5P1	9.632150071	2.475560416	0.676011775	3.662007834	0.000250246	0.001763493
ENSG00000186472	PCLO	283.6836386	2.474809096	0.569594304	4.344862786	1.39363E-05	0.000141879
ENSG00000204542	C6orf15	19.54580919	2.469607684	0.570978023	4.325223714	1.52377E-05	0.000153609
ENSG00000113494	PRLR	915.8123298	2.467831098	0.340879769	7.239593904	4.5003E-13	1.77323E-11
ENSG00000240567	LINC02067	11.62757824	2.466755079	0.640331175	3.852311388	0.000117008	0.0009171
ENSG00000275011	ALOXE3P1	137.9628514	2.463806309	0.761605419	3.235016778	0.001216356	0.006816719
ENSG00000178826	TMEM139	23.49263518	2.46372209	0.460401369	5.351248406	8.73495E-08	1.46114E-06
ENSG00000249307	LINC01088	74.06413835	2.461491915	0.742527787	3.315016568	0.000916377	0.005359554
ENSG00000182230	None	27.22610701	2.460520812	0.872720082	2.819369994	0.004811802	0.021300065
ENSG00000183798	EMILIN3	92.40621755	2.460115376	0.435599278	5.64765715	1.62649E-08	3.11966E-07
ENSG00000205632	LINC01310	5.714787567	2.458837147	0.962968704	2.553392583	0.010667918	0.040761076
ENSG00000160282	FTCD	13.2563102	2.457051958	0.734797398	3.343849562	0.000826245	0.004908869
ENSG00000216613	None	7.022463868	2.455687205	0.783575356	3.133951553	0.001724693	0.009146778
ENSG00000277196	None	18.46345694	2.454829674	0.616801586	3.979934116	6.89344E-05	0.000578063
ENSG00000165816	VWA2	276.0645255	2.452890438	0.580789053	4.223375809	2.4067E-05	0.000228812
ENSG00000229722	None	4.614014205	2.449888532	0.985382146	2.486231907	0.01291038	0.047421763
ENSG00000171431	KRT20	12.74627716	2.448284479	0.607863573	4.027687443	5.63282E-05	0.000483141
ENSG00000156413	FUT6	30.05945394	2.447991563	0.741674212	3.300629203	0.000964683	0.005605101
ENSG00000260339	HEXA-AS1	27.66119842	2.446894481	0.541998103	4.514581267	6.3442E-06	7.01599E-05
ENSG00000171097	KYAT1	351.3410699	2.44542649	0.619118808	3.949850105	7.82002E-05	0.000647764
ENSG00000150893	FREM2	105.1518528	2.442078439	0.509651501	4.791663386	1.65404E-06	2.09735E-05
ENSG00000163975	MELTF	699.5551215	2.43820247	0.396538716	6.148712267	7.81145E-10	1.84811E-08
ENSG00000273036	CYP4F33P	15.95859282	2.438109286	0.627057458	3.888175246	0.000101001	0.000807904
ENSG00000227038	GTF2IP7	14.99353925	2.430127076	0.655284247	3.708508309	0.000208484	0.001511922
ENSG00000124440	HIF3A	96.69382762	2.42861954	0.514980008	4.715949172	2.40586E-06	2.94876E-05
ENSG00000164129	NPY5R	11.53270938	2.425847485	0.649250378	3.736382093	0.000186687	0.001375733
ENSG00000228753	EIF4BP2	23.19539898	2.424370169	0.631262611	3.840509683	0.000122779	0.000954829
ENSG00000267196	None	6.693696547	2.423966171	0.910814392	2.66131738	0.007783555	0.031609612
ENSG00000158458	NRG2	86.87950628	2.42373963	0.429790924	5.639345769	1.70697E-08	3.26226E-07
ENSG00000226015	CCT8P1	88.87297773	2.421892324	0.383234449	6.319610181	2.62224E-10	6.7222E-09
ENSG00000160973	FOXH1	5.661124945	2.42115804	0.946081693	2.559142681	0.010493066	0.040232666
ENSG00000235903	CPB2-AS1	11.19142813	2.420546648	0.678495728	3.567519364	0.000360377	0.002425513
ENSG00000179859	RNF227	399.788274	2.420509113	0.450053641	5.378268039	7.52058E-08	1.27403E-06
ENSG00000268053	None	20.11285364	2.420180285	0.549810504	4.401844393	1.07335E-05	0.000112318
ENSG00000070193	FGF10	68.25217341	2.419276976	0.464193937	5.211780643	1.87037E-07	2.90909E-06
ENSG00000259711	None	4.775573711	2.418914505	0.931239931	2.597520172	0.00938996	0.036829572
ENSG00000227021	None	4.540034786	2.416877154	0.95199954	2.538737735	0.011125319	0.042131658
ENSG00000262400	None	10.31454242	2.413229431	0.700679593	3.444126893	0.000572907	0.003607199
ENSG00000138162	TACC2	3356.791626	2.412376615	0.621699329	3.880294709	0.00010433	0.00083141
ENSG00000258708	SLC25A21-AS1	6.757166185	2.411196598	0.81904847	2.943899763	0.00324105	0.015409107
ENSG00000072201	LNX1	298.5020855	2.41019685	0.386644839	6.233619607	4.55779E-10	1.11554E-08
ENSG00000104369	JPH1	27.28624552	2.410019633	0.450691301	5.347384406	8.92344E-08	1.48643E-06
ENSG00000206903	SNORA24B	6.159140371	2.408367819	0.915099315	2.631810318	0.008493127	0.033993808
ENSG00000186710	CFAP73	11.92229603	2.408326179	0.866076739	2.780730702	0.005423671	0.023548072
ENSG00000113946	CLDN16	25.82419067	2.40673848	0.624838825	3.85177486	0.000117265	0.000918435
ENSG00000116133	DHCR24	7097.292964	2.406202757	0.647155093	3.718123805	0.000200708	0.001462424
ENSG00000205863	C1QTNF9B	6.765053923	2.403437958	0.798049817	3.011639006	0.002598414	0.012853531
ENSG00000183378	OVCH2	113.9889761	2.403376575	0.771231424	3.116284556	0.001831455	0.00961077
ENSG00000171219	CDC42BPG	1378.502578	2.402944103	0.664229636	3.617640608	0.000297301	0.002053202
ENSG00000172987	HPSE2	52.09263787	2.400994761	0.42958586	5.589091689	2.2826E-08	4.28287E-07
ENSG00000145794	MEGF10	84.13420687	2.399664796	0.407124134	5.894184584	3.76536E-09	8.01168E-08
ENSG00000244541	LINC01213	6.657934058	2.398032187	0.834304009	2.87429062	0.004049362	0.018497127
ENSG00000113594	LIFR	1803.949658	2.397316612	0.348575518	6.877466965	6.09261E-12	2.06864E-10
ENSG00000253168	None	17.51850423	2.395919625	0.600745373	3.988244828	6.65639E-05	0.000561431
ENSG00000243489	KRTAP10-11	16.73822717	2.395885361	0.583667893	4.10487777	4.04529E-05	0.000362769
ENSG00000130055	GDPD2	119.3918604	2.39568288	0.643813239	3.721083592	0.00019837	0.001447455
ENSG00000232897	None	6.73990671	2.394577528	0.847713819	2.824747545	0.004731788	0.021018755
ENSG00000080618	CPB2	9.033789815	2.393305987	0.843037415	2.838908385	0.004526815	0.020280437
ENSG00000213144	None	6.962639418	2.392686506	0.830266918	2.881828064	0.003953754	0.018153937
ENSG00000131969	ABHD12B	183.7573869	2.39255493	0.472414809	5.064521439	4.09428E-07	5.8703E-06
ENSG00000226281	None	10.09942089	2.39248951	0.792565999	3.018662815	0.002538929	0.012608133
ENSG00000230387	None	34.00396757	2.392275889	0.480426187	4.979486867	6.37531E-07	8.80079E-06
ENSG00000174473	GALNTL6	17.12088096	2.392047793	0.538580809	4.441390693	8.93793E-06	9.54376E-05
ENSG00000177551	NHLH2	18.89721376	2.391907982	0.550409197	4.345690433	1.38838E-05	0.000141435
ENSG00000157765	SLC34A2	76.53322572	2.389314515	0.719758774	3.319604569	0.00090145	0.005283873
ENSG00000130294	KIF1A	33.68424718	2.388881675	0.516663262	4.623672418	3.77005E-06	4.41722E-05
ENSG00000143001	TMEM61	8.782589649	2.38666168	0.765260405	3.118757567	0.001816153	0.009544599
ENSG00000149654	CDH22	52.50647885	2.38654139	0.541702759	4.405629008	1.05477E-05	0.000110519
ENSG00000268879	IGFL1P1	15.39881681	2.3841876	0.57627286	4.137254701	3.51486E-05	0.000320423
ENSG00000091262	ABCC6	140.7712385	2.384125228	0.61965212	3.847522102	0.000119319	0.000931369
ENSG00000275029	HMGB1P24	32.9793709	2.384007034	0.406265996	5.868093945	4.40833E-09	9.27465E-08
ENSG00000252711	RN7SKP116	11.92702286	2.383995854	0.689874336	3.455695815	0.000548874	0.003481986
ENSG00000133067	LGR6	190.1153553	2.383718486	0.426570873	5.588094823	2.29574E-08	4.30246E-07
ENSG00000166165	CKB	385.6130717	2.379843174	0.450552889	5.282050637	1.27746E-07	2.06647E-06
ENSG00000123983	ACSL3	2918.97229	2.377923908	0.438490341	5.422979	5.86139E-08	1.01449E-06
ENSG00000115468	EFHD1	171.0665404	2.377621361	0.44310645	5.365801743	8.05904E-08	1.36019E-06
ENSG00000181392	SYNE4	64.52309519	2.375856867	0.509813245	4.660249395	3.15826E-06	3.76679E-05
ENSG00000143578	CREB3L4	301.0498796	2.375495707	0.340345334	6.979662916	2.95889E-12	1.0458E-10
ENSG00000007306	CEACAM7	38.48847063	2.374860412	0.805601526	2.947934353	0.00319905	0.015270846
ENSG00000235548	HEBP2P1	6.462439918	2.373286954	0.960230657	2.471580071	0.013451742	0.049016105
ENSG00000261183	SPINT1-AS1	66.14504019	2.372413761	0.450791321	5.262776037	1.41896E-07	2.27805E-06
ENSG00000236241	DDX5P1	9.240394468	2.370106089	0.68283251	3.470991869	0.00051854	0.003309331
ENSG00000185290	NUPR2	4.42363284	2.366211364	0.956708749	2.473282873	0.013387813	0.048854079
ENSG00000164078	MST1R	434.7843865	2.365922488	0.637093205	3.713620662	0.000204315	0.001484244
ENSG00000225391	NHEG1	5.451929643	2.364845762	0.895151502	2.641838568	0.008245735	0.033186743
ENSG00000170500	LONRF2	204.5095999	2.364776623	0.282061792	8.383895619	5.12042E-17	3.52966E-15
ENSG00000279586	None	4.426808908	2.364240887	0.943425118	2.506018593	0.01220992	0.04545571
ENSG00000231185	SPRY4-AS1	9.190598968	2.363718708	0.716742171	3.297864706	0.000974231	0.005649263
ENSG00000214391	TUBAP2	14.53967269	2.360572278	0.689909352	3.421568747	0.00062261	0.00388565
ENSG00000267432	DNAH17-AS1	20.82233803	2.360514773	0.700820855	3.368214228	0.000756568	0.004558546
ENSG00000253773	CFAP418-AS1	12.46314818	2.358234871	0.65869176	3.580179706	0.000343358	0.002329922
ENSG00000186049	KRT73	88.08865616	2.356169412	0.578693969	4.071529235	4.67055E-05	0.000410196
ENSG00000064195	DLX3	195.6729019	2.355095316	0.762904421	3.08701228	0.002021792	0.01041943
ENSG00000223573	TINCR	604.242009	2.354544009	0.673915963	3.493824364	0.000476154	0.00307863
ENSG00000150275	PCDH15	17.49137746	2.353730521	0.664084779	3.544322347	0.000393624	0.002611285
ENSG00000279044	None	33.35843735	2.353519048	0.437846485	5.375215125	7.64913E-08	1.29374E-06
ENSG00000075461	CACNG4	15.14543785	2.351254396	0.64723132	3.632788344	0.000280375	0.001949472
ENSG00000189143	CLDN4	984.9637644	2.350643706	0.748731767	3.139500433	0.001692362	0.008999236
ENSG00000254707	None	8.337656858	2.349333134	0.908056752	2.587209587	0.009675672	0.037677983
ENSG00000203697	CAPN8	95.90369903	2.349218263	0.618839086	3.796169821	0.000146949	0.001115609
ENSG00000215018	COL28A1	108.9512681	2.348583639	0.453400385	5.179933052	2.21966E-07	3.38109E-06
ENSG00000149596	JPH2	145.0933106	2.348477439	0.363049981	6.468744151	9.88207E-11	2.76179E-09
ENSG00000248597	None	18.44456793	2.34796074	0.531741625	4.415604554	1.00728E-05	0.000105962
ENSG00000278540	ACACA	4242.676224	2.345401646	0.301902365	7.768742222	7.92693E-15	4.04147E-13
ENSG00000163354	DCST2	71.46376395	2.345054621	0.34002172	6.896778882	5.31949E-12	1.81385E-10
ENSG00000268204	None	21.5297385	2.344301813	0.49964563	4.691928989	2.70641E-06	3.26704E-05
ENSG00000143375	CGN	417.1201768	2.340384239	0.602272647	3.885921521	0.000101942	0.000814417
ENSG00000016402	IL20RA	444.6944836	2.339407173	0.788198438	2.968043402	0.00299702	0.01446656
ENSG00000248994	None	31.8510905	2.338018425	0.397444931	5.882622334	4.03817E-09	8.54656E-08
ENSG00000163293	NIPAL1	521.22379	2.337987516	0.670062211	3.489209625	0.000484451	0.003122322
